,id,imdb_id,release_year,popularity,budget,revenue,runtime,vote_average,variable,value,profit
155897,11452,tt0283111,2002,1.5685280000000001,5000000,38275483,92,5.9,Romance,1,33275483
155899,2022,tt0280590,2002,1.525009,50000000,171269535,96,5.7,Romance,1,121269535
155900,455,tt0286499,2002,1.496493,3500159,76578641,112,6.0,Romance,1,73078482
155901,14128,tt0291082,2002,1.494612,5000000,10824,74,5.6,Romance,1,-4989176
155902,2642,tt0313737,2002,1.486895,60000000,93354918,101,5.8,Romance,1,33354918
155906,10229,tt0281358,2002,1.297822,11000000,41227069,101,7.3,Romance,1,30227069
155907,8346,tt0259446,2002,1.271588,5000000,368744044,95,6.1,Romance,1,363744044
155908,245,tt0276751,2002,1.263507,27000000,129000000,101,6.4,Romance,1,102000000
155909,12448,tt0257778,2002,1.255939,14678640,10824,68,5.2,Romance,1,-14667816
155914,9962,tt0279113,2002,1.182695,8000000,16856124,93,5.8,Romance,1,8856124
155925,11013,tt0274812,2002,1.038507,14678640,9304609,104,6.7,Romance,1,-5374031
155937,1360,tt0120679,2002,0.9153700000000001,12000000,56298474,123,7.3,Romance,1,44298474
155940,11529,tt0256415,2002,0.8950229999999989,30000000,180622424,108,6.0,Romance,1,150622424
155945,11812,tt0253867,2002,0.821206,43000000,68696770,84,5.4,Romance,1,25696770
155946,9027,tt0280720,2002,0.817886,14678640,10824,91,5.1,Romance,1,-14667816
155950,2752,tt0243736,2002,0.7711640000000001,17000000,10824,94,5.3,Romance,1,-16989176
155954,8051,tt0272338,2002,0.74198,25000000,17000000,95,6.9,Romance,1,-8000000
155966,16643,tt0282687,2002,0.646373,40000000,16872671,103,5.6,Romance,1,-23127329
155967,20009,tt0240900,2002,0.645437,14000000,6413915,86,5.7,Romance,1,-7586085
155972,9280,tt0280665,2002,0.6001890000000001,35000000,16838910,114,6.1,Romance,1,-18161090
155981,31005,tt0179098,2002,0.560535999999999,21000000,10011050,117,6.6,Romance,1,-10988950
155986,2103,tt0307479,2002,0.54375,47000000,30002758,99,5.8,Romance,1,-16997242
155988,9093,tt0240510,2002,0.534397,35000000,29882645,132,6.4,Romance,1,-5117355
155989,8198,tt0258068,2002,0.53098,30000000,27674124,101,5.6,Romance,1,-2325876
155996,10712,tt0297884,2002,0.49788999999999994,13500000,29027914,107,6.4,Romance,1,15527914
156000,4912,tt0270288,2002,0.48231199999999996,30000000,33013805,113,6.4,Romance,1,3013805
156001,1809,tt0292644,2002,0.481286,4000000,10824,110,6.1,Romance,1,-3989176
156004,14365,tt0250468,2002,0.472916,14678640,10824,100,5.6,Romance,1,-14667816
156023,8460,tt0278723,2002,0.378343,3800000,10824,99,6.0,Romance,1,-3789176
156026,37964,tt0297037,2002,0.373221,8000000,27362712,109,7.2,Romance,1,19362712
156028,9583,tt0279778,2002,0.367352,27000000,10824,116,5.3,Romance,1,-26989176
156029,13435,tt0168786,2002,0.364807,12500000,23367586,120,6.6,Romance,1,10867586
156030,14874,tt0311941,2002,0.362612,14678640,10824,96,5.8,Romance,1,-14667816
156036,12779,tt0291502,2002,0.34692199999999895,10000000,598645,89,4.7,Romance,1,-9401355
156040,10894,tt0303361,2002,0.342912,500000,150277,93,5.9,Romance,1,-349723
156045,10575,tt0246677,2002,0.31606100000000004,11000000,10824,96,6.9,Romance,1,-10989176
156053,12771,tt0261289,2002,0.294923,29000000,16930185,100,5.1,Romance,1,-12069815
156058,13497,tt0303933,2002,0.278771,20000000,57588485,118,6.3,Romance,1,37588485
156059,9026,tt0278500,2002,0.276574,14678640,10824,97,6.8,Romance,1,-14667816
156066,17187,tt0283530,2002,0.159585999999999,14678640,10824,108,6.5,Romance,1,-14667816
156085,13163,tt0218864,2002,0.219852,14678640,10824,88,5.7,Romance,1,-14667816
156092,15186,tt0290212,2002,0.192065,2000000,2506446,96,4.7,Romance,1,506446
156099,20656,tt0330843,2002,0.177188,14678640,10824,137,5.3,Romance,1,-14667816
156119,13768,tt0283084,2002,0.128012,14678640,10824,90,6.5,Romance,1,-14667816
156124,37270,tt0202623,2002,0.10806400000000001,14678640,10824,87,6.2,Romance,1,-14667816
156127,10918,tt0298504,2002,0.095114,14678640,10824,94,6.5,Romance,1,-14667816
156131,13201,tt0231448,2002,0.079351,14678640,10824,96,5.3,Romance,1,-14667816
156143,13,tt0109830,1994,6.715966000000001,55000000,677945399,142,8.1,Romance,1,622945399
156148,628,tt0110148,1994,2.0644400000000003,60000000,223664608,123,7.0,Romance,1,163664608
156149,15969,tt0107952,1994,1.8490509999999998,14678640,10824,69,5.8,Romance,1,-14667816
156151,854,tt0110475,1994,1.627278,23000000,351583407,101,6.5,Romance,1,328583407
156159,4476,tt0110322,1994,1.253496,30000000,160638883,133,7.1,Romance,1,130638883
156161,712,tt0109831,1994,1.23287099999999,6000000,254700832,117,6.5,Romance,1,248700832
156171,10660,tt0110167,1994,0.936924,14678640,10824,101,6.5,Romance,1,-14667816
156173,8984,tt0109635,1994,0.8671200000000001,55000000,214015089,123,5.8,Romance,1,159015089
156174,6280,tt0110216,1994,0.8485540000000001,60000000,37000000,109,4.7,Romance,1,-23000000
156183,2124,tt0109456,1994,0.736742,40000000,19726050,121,5.6,Romance,1,-20273950
156187,9058,tt0110737,1994,0.6734640000000001,14678640,10824,115,6.1,Romance,1,-14667816
156193,236,tt0110598,1994,0.614943999999999,3000000,15119639,106,6.5,Romance,1,12119639
156200,24405,tt0109403,1994,0.586167,14678640,1596687,102,4.6,Romance,1,-13081953
156204,3036,tt0109836,1994,0.564501,45000000,112006296,123,5.8,Romance,1,67006296
156217,9587,tt0110367,1994,0.46880200000000005,18000000,10824,115,6.8,Romance,1,-17989176
156228,24070,tt0110538,1994,0.420487,15000000,10824,97,5.2,Romance,1,-14989176
156230,11777,tt0110099,1994,0.41998599999999997,25000000,10824,100,5.8,Romance,1,-24989176
156233,8986,tt0110516,1994,0.41265100000000005,14678640,18137661,108,5.5,Romance,1,3459021
156239,10464,tt0109484,1994,0.39118200000000003,14678640,10824,115,6.4,Romance,1,-14667816
156245,10467,tt0111001,1994,0.377766,14678640,10824,118,5.3,Romance,1,-14667816
156252,10486,tt0110612,1994,0.34042100000000003,14678640,10824,90,5.1,Romance,1,-14667816
156266,13701,tt0110116,1994,0.40429499999999996,14678640,10824,121,6.7,Romance,1,-14667816
156267,1909,tt0112883,1994,0.282609,25000000,22200000,97,6.2,Romance,1,-2800000
156269,10879,tt0110093,1994,0.275024,45000000,10824,123,5.4,Romance,1,-44989176
156271,10897,tt0110366,1994,0.271219,14678640,67308282,82,6.3,Romance,1,52629642
156272,50346,tt0110255,1994,0.271158,400000,10824,90,4.5,Romance,1,-389176
156278,11317,tt0110613,1994,0.246531,14678640,10824,99,5.3,Romance,1,-14667816
156282,46717,tt0110146,1994,0.41642799999999996,45000000,21355893,98,4.6,Romance,1,-23644107
156289,10635,tt0111418,1994,0.265548,14678640,10824,93,5.9,Romance,1,-14667816
156290,25284,tt0110308,1994,0.200602,2500000,10824,110,6.5,Romance,1,-2489176
156296,18069,tt0109021,1994,0.164909,14678640,10824,105,7.0,Romance,1,-14667816
156314,11010,tt0110877,1994,0.341149,14678640,10824,108,7.1,Romance,1,-14667816
156318,36614,tt0111309,1994,0.08717000000000001,32,10824,100,5.0,Romance,1,10792
156319,25645,tt0111800,1994,0.14307,14678640,10824,93,6.7,Romance,1,-14667816
156321,10449,tt0111693,1994,0.067989,14678640,50021959,126,6.2,Romance,1,35343319
156333,82693,tt1045658,2012,3.931139,21000000,205738714,122,6.9,Romance,1,184738714
156344,114150,tt1981677,2012,2.6231430000000002,17000000,115350426,112,7.2,Romance,1,98350426
156352,84892,tt1659337,2012,2.046884,13000000,33400000,102,7.6,Romance,1,20400000
156358,72570,tt1606389,2012,1.821562,30000000,196114570,104,6.9,Romance,1,166114570
156363,58244,tt1374992,2012,1.6905720000000002,60000000,8106475,104,6.1,Romance,1,-51893525
156366,83666,tt1748122,2012,1.661091,16000000,68263166,94,7.6,Romance,1,52263166
156370,80271,tt1592873,2012,1.6182590000000001,11000000,10824,97,5.8,Romance,1,-10989176
156372,59962,tt1596350,2012,1.612069,65000000,10824,103,5.9,Romance,1,-64989176
156373,82695,tt1707386,2012,1.608797,61000000,441809770,157,7.0,Romance,1,380809770
156377,50620,tt1673434,2012,1.586368,120000000,829000000,115,6.1,Romance,1,709000000
156381,85446,tt1800741,2012,1.496861,33000000,140470746,99,6.6,Romance,1,107470746
156388,96724,tt1781769,2012,1.3270620000000002,14678640,68929150,130,6.4,Romance,1,54250510
156390,76494,tt1586265,2012,1.306241,40000000,79700000,110,5.7,Romance,1,39700000
156393,77877,tt1327194,2012,1.272721,25000000,99357138,101,6.8,Romance,1,74357138
156398,140420,tt2388725,2012,1.182679,14678640,10824,7,8.0,Romance,1,-14667816
156402,80585,tt1336608,2012,1.161624,75000000,59418613,123,5.9,Romance,1,-15581387
156421,84199,tt1763303,2012,0.9842559999999999,14678640,10824,95,7.1,Romance,1,-14667816
156425,78698,tt1430615,2012,0.953111,40000000,24719215,107,6.5,Romance,1,-15280785
156441,90369,tt1937264,2012,0.800033,14678640,10824,103,7.4,Romance,1,-14667816
156445,82696,tt1535438,2012,0.7778689999999989,30000000,114281051,100,5.6,Romance,1,84281051
156447,60281,tt1595656,2012,0.7696189999999989,14678640,587615,112,5.6,Romance,1,-14091025
156453,115290,tt2287663,2012,0.728625,14678640,10824,85,6.1,Romance,1,-14667816
156456,87825,tt2083383,2012,0.7202,14678640,10824,111,6.7,Romance,1,-14667816
156457,81836,tt1859650,2012,0.714232,17000000,73244881,111,5.5,Romance,1,56244881
156463,54054,tt1598828,2012,0.672243,40000000,36893721,91,5.2,Romance,1,-3106279
156464,121826,tt1441951,2012,0.668285,11000000,59520298,98,6.2,Romance,1,48520298
156467,103332,tt1839492,2012,0.6573760000000001,14678640,9128263,104,6.9,Romance,1,-5550377
156472,111839,tt0423455,2012,0.634526,19500000,10824,155,6.2,Romance,1,-19489176
156473,121674,tt1836808,2012,0.629937,14678640,258656,128,6.0,Romance,1,-14419984
156480,77875,tt1540128,2012,0.6153350000000001,35000000,10824,106,5.4,Romance,1,-34989176
156484,84174,tt1920849,2012,0.604625,3000000,11947954,87,5.3,Romance,1,8947954
156488,113947,tt1866249,2012,0.591005,1000000,9138338,98,6.3,Romance,1,8138338
156490,88005,tt1307068,2012,0.58808,10000000,9636289,101,6.2,Romance,1,-363711
156496,85373,tt1718903,2012,0.569388,14678640,10824,85,5.3,Romance,1,-14667816
156499,121642,tt1396226,2012,0.557044,13000000,18295,127,6.8,Romance,1,-12981705
156501,89455,tt1680045,2012,0.548029,14678640,1663931,110,5.7,Romance,1,-13014709
156504,135812,tt1852770,2012,0.5438689999999989,5600000,8139,109,3.3,Romance,1,-5591861
156515,110160,tt1650048,2012,0.516461,9500000,10824,168,7.5,Romance,1,-9489176
156531,135281,tt2253939,2012,0.477929,14678640,10824,115,5.9,Romance,1,-14667816
156535,67660,tt1621045,2012,0.47338100000000005,12000000,96070507,123,6.6,Romance,1,84070507
156537,109513,tt2097307,2012,0.468552,2000000,14400000,100,5.4,Romance,1,12400000
156562,128136,tt2112210,2012,0.41976499999999994,14678640,45250,98,5.4,Romance,1,-14633390
156568,84332,tt1862079,2012,0.40801,750000,4007792,85,6.7,Romance,1,3257792
156579,94354,tt1833846,2012,0.524197,14678640,10824,80,6.5,Romance,1,-14667816
156583,120292,tt1935065,2012,0.38809899999999997,14678640,10824,97,5.5,Romance,1,-14667816
156608,79465,tt1568337,2012,0.34655199999999997,14678640,10824,89,6.1,Romance,1,-14667816
156622,84281,tt2063666,2012,0.32771500000000003,14678640,10824,95,5.4,Romance,1,-14667816
156623,150015,tt2460976,2012,0.326556,14678640,10824,91,6.2,Romance,1,-14667816
156633,84290,tt2011953,2012,0.320781,14678640,10824,101,5.5,Romance,1,-14667816
156635,82533,tt1667307,2012,0.319294,14678640,10824,99,5.6,Romance,1,-14667816
156637,62008,tt1885265,2012,0.31840799999999997,14678640,10824,111,6.2,Romance,1,-14667816
156645,84184,tt1405365,2012,0.304212,14678640,3094813,91,6.4,Romance,1,-11583827
156656,127370,tt1047011,2012,0.29081999999999997,14678640,1697294,93,6.5,Romance,1,-12981346
156669,119193,tt1934205,2012,0.267325,17,10824,182,7.4,Romance,1,10807
156699,133764,tt2208216,2012,0.23498200000000002,14678640,10824,120,5.6,Romance,1,-14667816
156701,148265,tt2258337,2012,0.167892,5990000,19450000,145,6.6,Romance,1,13460000
156718,84333,tt1965065,2012,0.214194,14678640,10824,98,6.2,Romance,1,-14667816
156727,139933,tt1959438,2012,0.20610599999999998,14678640,14752,95,4.6,Romance,1,-14663888
156746,84166,tt2124074,2012,0.182418,14678640,10824,82,6.1,Romance,1,-14667816
156752,139777,tt1878805,2012,0.17924,14678640,10824,389,6.1,Romance,1,-14667816
156763,100046,tt1769363,2012,0.166891,14678640,10824,94,5.8,Romance,1,-14667816
156765,80973,tt1079360,2012,0.164197,1100000,10824,80,4.1,Romance,1,-1089176
156768,88920,tt2243393,2012,0.161878,14678640,10824,120,7.4,Romance,1,-14667816
156772,98545,tt1649780,2012,0.12306099999999999,14678640,539896,96,5.4,Romance,1,-14138744
156779,89325,tt1730687,2012,0.153301,14678640,10824,103,5.2,Romance,1,-14667816
156787,105531,tt0850677,2012,0.143351,14678640,10824,110,4.4,Romance,1,-14667816
156799,157305,tt2391009,2012,0.134777,10400,10824,10,6.6,Romance,1,424
156802,135461,tt1745740,2012,0.130997,14678640,10824,85,5.0,Romance,1,-14667816
156810,60270,tt1684925,2012,0.12369000000000001,14678640,10824,93,5.2,Romance,1,-14667816
156811,216374,tt2179087,2012,0.034312,5000000,10824,107,4.2,Romance,1,-4989176
156825,73935,tt1545106,2012,0.10568,16000000,10824,93,4.7,Romance,1,-15989176
156837,119286,tt1127876,2012,0.174184999999999,14678640,10824,165,6.1,Romance,1,-14667816
156843,86004,tt1787988,2012,0.08066,8510000,10824,149,6.5,Romance,1,-8499176
156863,101056,tt1937388,2012,0.053858,14678640,10824,80,5.5,Romance,1,-14667816
156864,139808,tt1945034,2012,0.050661000000000005,14678640,10824,100,6.2,Romance,1,-14667816
156873,201365,tt0810772,2012,0.040607,14678640,10824,124,4.2,Romance,1,-14667816
156875,153133,tt2094787,2012,0.040014,14678640,10824,92,6.1,Romance,1,-14667816
156884,143224,tt2294493,2012,0.07029400000000001,14678640,10824,105,5.5,Romance,1,-14667816
156906,158150,tt2395247,2012,0.026458999999999996,14678640,10824,0,4.7,Romance,1,-14667816
156919,508,tt0314331,2003,2.793616,40000000,244931766,135,6.9,Romance,1,204931766
156920,10719,tt0319343,2003,2.7101919999999997,32000000,173398518,97,6.5,Romance,1,141398518
156922,1278,tt0309987,2003,2.6439060000000003,15000000,15121165,115,7.1,Romance,1,121165
156925,8273,tt0328828,2003,2.182292,55000000,231449203,103,6.0,Romance,1,176449203
156944,11820,tt0304415,2003,1.454687,65000000,10824,117,6.2,Romance,1,-64989176
156953,9919,tt0251127,2003,1.209598,50000000,177371441,116,6.2,Romance,1,127371441
156965,6964,tt0337741,2003,1.005582,80000000,266728738,128,6.2,Romance,1,186728738
156988,11523,tt0264150,2003,0.716775,14678640,15614000,87,5.3,Romance,1,935360
156991,10735,tt0286788,2003,0.699833,14678640,10824,105,5.7,Romance,1,-14667816
156995,10934,tt0328589,2003,0.640416,14678640,10824,113,6.4,Romance,1,-14667816
157008,10720,tt0309530,2003,0.563401,35000000,20298207,101,6.0,Romance,1,-14701793
157009,9616,tt0304711,2003,0.556095,35000000,11560806,102,4.8,Romance,1,-23439194
157010,11775,tt0138524,2003,0.5488529999999989,60000000,119940815,100,5.7,Romance,1,59940815
157014,9499,tt0306734,2003,0.527492,14678640,12991996,117,5.2,Romance,1,-1686644
157018,2577,tt0345061,2003,0.49676000000000003,7500000,10824,92,5.9,Romance,1,-7489176
157025,10922,tt0308383,2003,0.47124499999999997,30000000,10824,106,6.2,Romance,1,-29989176
157028,25988,tt0242888,2003,0.467438,14678640,10824,109,6.1,Romance,1,-14667816
157031,3635,tt0335119,2003,0.45791800000000005,14678640,31466789,101,6.3,Romance,1,16788149
157039,9839,tt0294357,2003,0.43362,35000000,10824,127,6.6,Romance,1,-34989176
157041,10739,tt0313792,2003,0.427767,14678640,10824,108,6.1,Romance,1,-14667816
157047,10511,tt0298845,2003,0.413383,14678640,10824,105,6.3,Romance,1,-14667816
157050,9582,tt0295289,2003,0.403468,20000000,17432163,101,5.3,Romance,1,-2567837
157053,237,tt0289635,2003,0.383686,6400000,2500000,93,5.9,Romance,1,-3900000
157068,15708,tt0345551,2003,0.35167800000000005,850000,819939,107,6.4,Romance,1,-30061
157070,21542,tt0337592,2003,0.346839,14678640,10824,105,5.7,Romance,1,-14667816
157071,22309,tt0191133,2003,0.346215,15000000,30238577,122,5.3,Romance,1,15238577
157073,16941,tt0332658,2003,0.33970900000000004,5000000,4856298,105,5.5,Romance,1,-143702
157078,17403,tt0319524,2003,0.331169,14678640,10824,99,5.3,Romance,1,-14667816
157093,20,tt0314412,2003,0.28249,14678640,9726954,106,6.7,Romance,1,-4951686
157095,321,tt0330602,2003,0.276911,4361898,3031801,92,5.2,Romance,1,-1330097
157108,21544,tt0314431,2003,0.246824,14678640,10824,90,4.8,Romance,1,-14667816
157119,18538,tt0326835,2003,0.226503,14678640,10824,92,5.2,Romance,1,-14667816
157120,4592,tt0289889,2003,0.141822,14678640,10824,97,5.9,Romance,1,-14667816
157121,8325,tt0316768,2003,0.220344,14678640,10824,90,4.5,Romance,1,-14667816
157135,10744,tt0318374,2003,0.197542,32000000,10824,101,6.5,Romance,1,-31989176
157141,32526,tt0324013,2003,0.19026300000000002,14678640,10824,112,5.9,Romance,1,-14667816
157142,13132,tt0299458,2003,0.21879899999999997,14678640,10824,108,5.6,Romance,1,-14667816
157144,2830,tt0270980,2003,0.939084,14000000,10824,83,4.4,Romance,1,-13989176
157150,16973,tt0328077,2003,0.159344,14678640,10824,88,5.0,Romance,1,-14667816
157152,245454,tt0340477,2003,0.154678,14678640,10824,175,5.5,Romance,1,-14667816
157153,16250,tt0345591,2003,0.150064,14678640,10824,88,6.1,Romance,1,-14667816
157156,22958,tt0308878,2003,0.14657,14678640,10824,96,6.1,Romance,1,-14667816
157157,17813,tt0318283,2003,0.143004,30000000,15368897,96,5.0,Romance,1,-14631103
157158,31246,tt0339034,2003,0.135161999999999,12000000,4922166,90,3.5,Romance,1,-7077834
157159,26454,tt0301181,2003,0.12104200000000001,14678640,10824,105,6.3,Romance,1,-14667816
157168,17920,tt0300015,2003,0.102769,14678640,10824,113,7.2,Romance,1,-14667816
157169,28200,tt0325055,2003,0.098984,7000000,10000000,109,5.6,Romance,1,3000000
157174,4252,tt0346723,2003,0.085589,14678640,10824,167,6.3,Romance,1,-14667816
157186,17473,tt0368226,2003,0.038307,14678640,10824,99,4.6,Romance,1,-14667816
157193,597,tt0120338,1997,4.355219,200000000,1845034188,194,7.3,Romance,1,1645034188
157196,782,tt0119177,1997,3.077454,36000000,12532777,106,7.3,Romance,1,-23467223
157217,2255,tt0118842,1997,1.212565,250000,12021272,113,6.7,Romance,1,11771272
157225,9769,tt0119558,1997,1.031334,62000000,1060056,137,6.9,Romance,1,-60939944
157229,9434,tt0119229,1997,0.978042,14678640,28084357,107,6.9,Romance,1,13405717
157230,18222,tt0119908,1997,0.977822,14678640,10824,93,4.4,Romance,1,-14667816
157232,10003,tt0120053,1997,0.9386110000000001,68000000,118063304,116,6.0,Romance,1,50063304
157235,10603,tt0119190,1997,0.8791950000000001,55000000,10824,92,5.2,Romance,1,-54989176
157237,2898,tt0119822,1997,0.855087,50000000,314178011,139,7.0,Romance,1,264178011
157240,8874,tt0119738,1997,0.797298,38000000,299288605,105,6.3,Romance,1,261288605
157249,10806,tt0119360,1997,0.733859,35000000,10824,90,5.8,Romance,1,-34989176
157259,1968,tt0119141,1997,0.681887,14678640,29481428,109,6.0,Romance,1,14802788
157308,54113,tt0120254,1997,0.385596,14678640,273644,71,6.2,Romance,1,-14404996
157312,19601,tt0118698,1997,0.21981399999999998,14678640,10824,105,6.3,Romance,1,-14667816
157315,12145,tt0119115,1997,0.340289,14678640,9381260,93,5.5,Romance,1,-5297380
157322,17589,tt0119280,1997,0.318336,14678640,10824,105,5.8,Romance,1,-14667816
157326,9413,tt0119896,1997,0.285559,19000000,44332015,105,5.2,Romance,1,25332015
